atropine dosing	“ it is best to eat thicker , bland foods , including oatmeal , bananas , plain rice , and applesauce , ” he says . other bland foods that you ’ re likely to tolerate include : boiled potatoes . toast . plain crackers such as saltines . pretzels .	0	NN NN	NN PRP VBZ RBS TO VB NN , NN NNS , VBG NN , NN , NN NN , CC NN , IN PRP VBZ . JJ NN NNS IN PRP VBP VB RB TO VB NN : VBN NNS . NN . NN NNS JJ IN NNS . NNS .
diseases that affect the respiratory system	melissa conrad stöppler , md , is a u.s. board-certified anatomic pathologist with subspecialty training in the fields of experimental and molecular pathology .	0	NNS WDT VBP DT NN NN	NN NN NN , NN , VBZ DT JJ JJ JJ NN IN NN NN IN DT NNS IN JJ CC JJ NN .
what foods keep blood sugar stable	the carbohydrates that you include at each of your meals and snacks should be low-glycemic carbohydrates . carbohydrate foods that have a low glycemic index take more time to metabolize , which helps to keep your blood sugar levels steady for hours after your meal .	1	WP VBZ VB NN NN JJ	DT NNS IN PRP VBP IN DT IN PRP$ NNS CC NNS MD VB JJ NNS . VB NNS WDT VBP DT JJ JJ NN VB JJR NN TO VB , WDT VBZ TO VB PRP$ NN NN NNS JJ IN NNS IN PRP$ NN .
rapper that died of a heart attack	approximately one month following the x factor season 2 finale on january 14 2013 fifth harmony was voted the next pop superstar of 2013 by popdust magazine they started putting covers on youtube	0	NN WDT VBD IN DT NN NN	RB CD NN VBG DT NNP NN NN CD NN IN JJ CD CD NN NN VBD VBN DT JJ NN NN IN CD IN JJ NN PRP VBD VBG NNS IN NN
cost of gastric sleeve procedure	according to our 2015 weight loss surgery cost survey , the cost of bariatric surgery without insurance in the united states ranges from $ 10,000 to $ 30,000 for the three most common procedures : gastric sleeve surgery , gastric bypass surgery and gastric banding ( lap band surgery ) .	1	NN IN JJ JJ NN	VBG TO PRP$ CD NN NN NN NN NN , DT NN IN JJ NN IN NN IN DT JJ NNS VBP IN $ CD TO $ CD IN DT CD JJS JJ NNS : JJ NN NN , JJ NN NN CC JJ NN ( JJ NN NN ) .
effect of opiates on the brain	most liver cysts can be detected on ultrasound or computerized tomography ( ct ) scans . when needed , treatment may include drainage or removal of the cyst . the cause of simple liver cysts is n't known , but they may be the result of a malformation present at birth .	0	NN IN NNS IN DT NN	JJS JJ NNS MD VB VBN IN NN CC VBN NN ( NN ) NNS . WRB VBN , NN MD VB NN CC NN IN DT NN . DT NN IN JJ NN NNS VBZ RB VBN , CC PRP MD VB DT NN IN DT NN NN IN NN .
blood clot of the leg	signs and symptoms . deep vein thrombosis ( dvt ) occurs when a blood clot forms in one of the deep veins of your body , usually in your legs , but sometimes in your arm . the signs and symptoms of a dvt include : swelling , usually in one leg ( or arm ) . leg pain or tenderness often described as a cramp or charley horse .	1	NN NN IN DT NN	NNS CC NNS . JJ NN NN ( NN ) VBZ WRB DT NN NN NNS IN CD IN DT JJ NNS IN PRP$ NN , RB IN PRP$ NNS , CC RB IN PRP$ NN . DT NNS CC NNS IN DT JJ NN : NN , RB IN CD NN ( CC NN ) . NN NN CC NN RB VBN IN DT NN CC JJ NN .
how to test for sickle cell anemia	incorrect . you probably set up the equation correctly , 136 = −16t2 + 48t + 100 . however , you probably either forgot a negative sign for the values of a or c , or you incorrectly evaluated −4ac in the discriminant . subtracting 136 from both sides of the equation gives 0 = −16t2 + 48t – 36 .	0	WRB TO VB IN NN NN NN	NN . PRP RB VBD RP DT NN RB , CD NN NNP VBZ CD NN CD . RB , PRP RB CC VBD DT JJ NN IN DT NNS IN DT CC NN , CC PRP RB VBD NN IN DT NN . VBG CD IN DT NNS IN DT NN VBZ CD NN NNP VBZ CD NN CD .
diseases caused by a single altered protein	protein mutations in diseaselecture 11 medical biochemistrylecture 11 outline four examples of protein mutations that lead to altered function and disease complications will be discussed 1 . sickle cell anemia 2 p53 tumor suppressor 3 . ras p21 oncogene	0	NNS VBN IN DT JJ JJ NN	NN NNS IN NN CD JJ NN CD JJ CD NNS IN NN NNS WDT VBP TO VBN NN CC NN NNS MD VB VBN CD . NN NN RB CD NN NN VBD CD . VB JJ NN
what vitamins are in cottonseed hulls	the 2001 nrc lists the nutrient value of cottonseed hulls as 6 2 crude protein 34 3 tdn and 64 9 adf . cottonseed hulls are an excellent source of effective fiber and can have the associative effect of increasing dry matter intake	0	WP NNS VBP IN NN NNS	DT CD NN VBZ DT JJ NN IN NN NNS IN CD CD NN NN CD CD NN CC CD CD NN . NN NNS VBP DT JJ NN IN JJ NN CC MD VB DT JJ NN IN VBG JJ NN NN
which veins run to the heart	the arteries are perceived as carrying oxygenated blood to the tissues while veins carry deoxygenated blood back to the heart	1	WDT VBZ VBN TO DT NN	DT NNS VBP VBN IN VBG VBD NN TO DT NNS IN NNS VBP VBN NN RB TO DT NN
what birth control pill causes weight loss	indeed a review of 44 studies showed no evidence that birth control pills caused weight gain in most users . and as with other possible side effects of the pill the minimal weight gain is generally temporary going away within two to three months	0	WP NN NN NN VBZ JJ NN	RB DT NN IN CD NNS VBD DT NN IN NN NN NNS VBD JJ NN IN JJS NNS . CC IN IN JJ JJ NN NNS IN DT NN DT JJ NN NN VBZ RB JJ VBG RB IN CD TO CD NNS
length of stay for hospital patients	a total of 431 of 492 ( 87.6 % ) of the patients had sufficient data to analyze length of stay predictions . the overall average predicted length of stay is 3.86 days ( days ) , while the average actual los is 5.62 days ( days ) .	1	NN IN NN IN NN NNS	DT NN IN CD IN CD ( CD NN ) IN DT NNS VBD JJ NNS TO VB NN IN JJ NNS . DT JJ NN VBD NN IN NN VBZ CD NNS ( NNS ) , IN DT JJ JJ NN VBZ CD NNS ( NNS ) .
when colonoscopy invented	hiromi shinya 新谷 弘実 shin ya hiromi born 1935 is a japanese born general surgeon . he pioneered modern colonoscopic techniques and invented the electrosurgical polypectomy snare now common on colonoscopes allowing for removal of colon polyps without invasive surgery	1	WRB NN VBD	NN NN NNP NNP VBD PRP VB JJ CD VBZ DT JJ JJ JJ NN . PRP VBD JJ NN NNS CC VBD DT JJ NN NN RB JJ IN NNS VBG IN NN IN NN NNS IN JJ NN
what drugs do to you	when people talk about a `` drug problem , '' they usually mean abusing legal drugs or using illegal drugs , such as marijuana , ecstasy , cocaine , lsd , crystal meth , and heroin .	0	WP NNS VBP TO PRP	WRB NNS VBP IN DT `` NN NN , '' PRP RB VBP VBG JJ NNS CC VBG JJ NNS , JJ IN NNS , NN , NN , NN , JJ NN , CC NN .
how long after lower eyelid surgery you can wash your eyes	upper eyelid surgery can last at least five to seven years . lower eyelid surgery rarely needs to be repeated . of course , your eyes will still age after the procedure .	0	WRB RB IN JJR NN NN PRP MD VB PRP$ NNS	JJ JJ NN MD JJ IN JJS CD TO CD NNS . JJR JJ NN RB VBZ TO VB VBN . IN NN , PRP$ NNS MD RB NN IN DT NN .
brain tumor type	Primary brain tumors emerge from the various cells that make up the brain and central nervous system and are named for the kind of cell in which they first form . The most common types of adult brain tumors are gliomas and astrocytic tumors .	1	NN NN NN	JJ NN NNS VBP IN DT JJ NNS WDT VBP RP DT NN CC JJ JJ NN CC VBP VBN IN DT NN IN NN IN WDT PRP RB NN . DT RBS JJ NNS IN NN NN NNS VBP JJ CC JJ NNS .
difference between heart attack and panic attack	inflammation of the connective tissue is one of the strongest symptoms of a gluten intolerance . essentially , the body thinks gluten is an enemy and will send out antibodies to destroy it . those antibodies destroy the lining of the stomach and intestines .	0	NN IN NN NN CC JJ NN	NN IN DT JJ NN VBZ CD IN DT JJS NNS IN DT JJ NN . RB , DT NN VBZ EX VBZ DT NN CC MD VB RP NNS TO VB PRP . DT NNS VBP DT NN IN DT NN CC NNS .
difference between escitalopram and citalopram	both the equifax credit score and the fico score are general-purpose score models used to predict credit risk .	0	NN IN NN CC NN	DT DT NN NN NN CC DT NN NN VBP JJ NN NNS VBN TO VB NN NN .
rogers disease	home neurology center neurology a z list parkinson s disease index parkinson s disease article local resources rogers ar	0	NNS VBP	NN NN NN NN DT JJ NN NN JJ NN NN NN NN NN NN JJ NNS NNS VBP
dangerous low blood pressure range	some experts define low blood pressure as readings lower than 90 mm hg systolic or 60 mm hg diastolic — you need to have only one number in the low range for your blood pressure to be considered lower than normal	1	JJ JJ NN NN NN	DT NNS VBP JJ NN NN IN NNS JJR IN CD JJ NN NN CC CD NNS JJ JJ NN PRP VBP TO VB RB CD NN IN DT JJ NN IN PRP$ NN NN TO VB VBN JJR IN JJ
how long does rabies vaccine last in a human	if a person has previously received postexposure vaccinations or received preexposure vaccinations only two doses of vaccine on the day of exposure and then 3 days later are needed . human rabies immune globulin is not required	1	WRB JJ VBZ NNS VB JJ IN DT JJ	IN DT NN VBZ RB VBN NN NNS CC VBN NN NNS RB CD NNS IN NN IN DT NN IN NN CC RB CD NNS RB VBP VBN . JJ NNS VBP NN VBZ RB VBN
which form of vitamin d is active d2 or d3	25-hydroxyvitamin d is hydroxylated again in the kidney to form 1,25-dihydroxyvitamin d3 , the major biologically active form of vitamin d , also known as calcitriol .	1	WDT NN IN NN NN VBZ JJ NN CC NN	JJ NN VBZ VBN RB IN DT NN TO VB JJ NN , DT JJ RB JJ NN IN NN NN , RB VBN IN NN .
how long before the pill works	if you started on day five then it is effective in 14 days time – any other starting point isn t safe until you start packet two of the pill	1	WRB JJ IN DT NN VBZ	IN PRP VBD IN NN CD RB PRP VBZ JJ IN CD NNS NN VBP DT JJ VBG NN NN NN JJ IN PRP VBP VB CD IN DT NN
how long can you store urine	if you can ’ t hand your urine sample in within an hour , you should keep it in the fridge at around 4c ( 39f ) for no longer than 24 hours . put the container of urine in a sealed plastic bag first .	1	WRB JJ MD PRP VB JJ	IN PRP MD VB JJ NN PRP$ JJ NN IN IN DT NN , PRP MD VB PRP IN DT NN IN IN CD ( CD ) IN RB JJR IN CD NNS . VB DT NN IN NN IN DT JJ NN NN RB .
cyanocobalamin injection side effects	if you have a variable deferred annuity with several mutual funds to choose from , you can shift the money from one fund to another without having to pay taxes -- as long as you do n't withdraw the money .	0	NN NN NN NNS	IN PRP VBP DT JJ JJ NN IN JJ JJ NNS TO VB IN , PRP MD VB DT NN IN CD NN TO DT IN VBG TO VB NNS : RB RB IN PRP VBP RB VB DT NN .
dominant blood types	using a rotary cutter and a quilting ruler , cut a 4-inch square of fabric ( a ) . cut a strip that 's 2 1/2 inches wide and about 6 inches long ( b ) . place strip on top of square , front sides facing ; align edges , and stitch together with a 1/4-inch seam allowance . open the 2 pieces of fabric .	0	JJ NN NNS	VBG DT JJ NN CC DT VBG NN , VB DT JJ NN IN NN ( DT ) . VB DT NN WDT VBZ CD CD NNS JJ CC IN CD NNS RB ( NN ) . NN NN IN NN IN NN , JJ NNS VBG : NN NNS , CC VB RB IN DT JJ NN NN . VB DT CD NNS IN NN .
the ic diet	with the exception of a handful of common trigger foods , ic patients report that there is great variation which foods and beverages , and how much of them , might cause ic flares .	0	DT NN NN	IN DT NN IN DT NN IN JJ NN NNS , JJ NNS NN IN EX VBZ JJ NN WDT NNS CC NNS , CC WRB JJ IN PRP , MD VB JJ NNS .
pain in the ball of the foot metatarsalgia	metatarsalgia is a common overuse injury . the term describes pain and inflammation in the ball of the foot . it is often thought of as a symptom of other conditions , rather than as a specific disease .	1	NN IN DT NN IN DT NN NN	NN VBZ DT JJ NN NN . DT NN VBZ NN CC NN IN DT NN IN DT NN . PRP VBZ RB VBN IN IN DT NN IN JJ NNS , RB IN IN DT JJ NN .
does hpv prevent pregnancy	sea cows are gentle , slow-swimming , aquatic mammals . sea cucumber sea cucumbers are cylinder-shaped echinoderms . sea horse the sea horse is a very strange fish that lives in warm water . sea star sea stars , another name for starfish , are animals that live on the ocean floor .	0	VBZ VB NN NN	NN NNS VBP JJ , JJ , JJ NNS . NN NN NN NNS VBP JJ NNS . NN NN DT NN NN VBZ DT RB JJ NN WDT VBZ IN JJ NN . NN NN NN NNS , DT NN IN JJ , VBP NNS WDT VBP IN DT JJ NN .
what week does baby drop in pregnancy	in first time mothers dropping usually occurs 2 to 4 weeks before delivery but it can happen earlier . in women who have already had children the baby may not drop until labor begins	1	WP NN VBZ VB NN IN NN	IN JJ NN NNS VBG RB VBZ CD TO CD NNS IN NN CC PRP MD VB RB . IN NNS WP VBP RB VBN NNS DT NN MD RB VB IN NN NNS
sedimentation rate and lupus	sed rate , or erythrocyte sedimentation rate ( esr ) , is a blood test that can reveal inflammatory activity in your body .	0	NN NN CC NN	VBN NN , CC JJ NN NN ( NN ) , VBZ DT NN NN WDT MD VB JJ NN IN PRP$ NN .
how to heal a tennis elbow	brown butter is one of those magical secret ingredients that just seems to enhance the flavor of just about anything-sweet or savory .	0	WRB TO VB DT NN NN	JJ NN VBZ CD IN DT JJ JJ NNS WDT RB VBZ TO VB DT NN IN RB IN NN CC NN .
cure to measles	rest and care at home is often all that children age 2 or older need when they have an ear infection . most ear infections get better without treatment . if your child is mildly ill and home treatment takes care of the earache , you may choose not to see a doctor . at home , try these tips :	0	NN TO NNS	NN CC NN IN NN VBZ RB PDT DT NNS NN CD CC JJR NN WRB PRP VBP DT JJ NN . RBS JJ NNS VBP RB IN NN . IN PRP$ NN VBZ RB JJ CC NN NN VBZ NN IN DT NN , PRP MD VB RB TO VB DT NN . IN NN , VB DT NNS :
how much weight to gain during pregnancy	a woman who was average weight before getting pregnant should gain 25 to 35 pounds after becoming pregnant . underweight women should gain 28 to 40 pounds . and overweight women may need to gain only 15 to 25 pounds during pregnancy .	1	WRB JJ NN TO VB IN NN	DT NN WP VBD JJ NN IN VBG JJ MD VB CD TO CD NNS IN VBG JJ . JJ NNS MD VB CD TO CD NNS . CC JJ NNS MD VB TO VB RB CD TO CD NNS IN NN .
what happens with continued smoking and peptic ulcer	And even with treatment , some ulcers may come back . Certain factors such as cigarette smoking and continued use of nonsteroidal anti-inflammatory drugs ( NSAIDs ) increase the risk of ulcer recurrence . Sometimes ulcers can cause complications , such as bleeding , perforation , penetration , or obstruction .	1	WP VBZ IN JJ NN CC JJ NN	CC RB IN NN , DT NNS MD VB RB . NN NNS JJ IN NN NN CC JJ NN IN JJ JJ NNS ( NNP ) VB DT NN IN JJ NN . CC NNS MD VB NNS , JJ IN NN , NN , NN , CC NN .
who discovered rheumatic heart disease	singh chhatwal and his colleague patric nitsche-schmitz of the helmholtz centre for infection research ( hzi ) in braunschweig illustrate the role played by parf in the development of rheumatic heart disease .	0	WP VBD JJ NN NN	NN NN CC PRP$ NN JJ NN IN DT NN NN IN NN NN ( NN ) IN NN VBP DT NN VBN IN NN IN DT NN IN JJ NN NN .
how many people died from hepatitis c	although hcv was not discovered until april 1989 , an estimated 170 million people worldwide are infected by hepatitis c. as of april 2014 , 130—150 globally suffer from chronic hepatitis c infection ; a significant number develop cirrhosis of the liver or liver cancer .	1	WRB JJ NNS VBD IN NN NN	IN NN VBD RB VBN IN JJ CD , DT VBN CD CD NNS WDT VBP VBN IN NN NN IN IN NN CD , CD RB VBP IN JJ NN JJ NN : DT JJ NN VB NN IN DT NN CC NN NN .
saddle pulmonary embolism survival rate	however , the clinical condition and the rate of thrombolytic treatment were similar in patients with central pulmonary embolism with or without saddle thromboembolus . our data suggest that saddle thromboembolus present in 5.2 % of cases with pe should not directly influence the management .	0	JJ JJ NN NN NN	RB , DT JJ NN CC DT NN IN JJ NN VBD JJ IN NNS IN JJ JJ NN IN CC IN JJ NN . PRP$ NNS VBP IN JJ JJ NN IN CD NN IN NNS IN NN MD RB RB VB DT NN .
where is tramadol metabolized	tramadol is a serotonin releaser reuptake inhibitor of norepinephrine and a weak μ opioid receptor agonist . tramadol is metabolized to o desmethyltramadol a significantly more potent μ opioid agonist	1	WRB VBZ JJ NNS	NN VBZ DT JJ NN NN NN IN NN CC DT JJ NN JJ NN NN . NN VBZ VBN TO VB VB DT RB RBR JJ NNP MD VB
what causes painful heartburn	heartburn is a painful burning feeling just below or behind the breastbone . most of the time it comes from the esophagus . the pain often rises in your chest from your stomach and may spread to your neck or throat .	0	WP VBZ JJ NN	NN VBZ DT JJ NN NN RB IN CC IN DT NN . JJS IN DT NN PRP VBZ IN DT NN . DT NN RB VBZ IN PRP$ NN IN PRP$ NN CC MD VB TO PRP$ NN CC NN .
natural remedies for damaged scalp	Just rub some into your scalp and hair and rinse after 30 minutes . Warm coconut oil can heal damaged and dry hair . Get a good hair massage and keep the oil on overnight . Wash in the morning with tepid water and shampoo well .	0	JJ NNS IN VBN NN	RB VB DT IN PRP$ NN CC NN CC NN IN CD NNS . JJ NN NN MD VB VBN CC JJ NN . VB DT JJ NN NN CC VB DT NN IN NN . NNP IN DT NN IN JJ NN CC NN RB .
how does someone get hypertensive retinopathy without hypertension	Blood sugar and blood pressure must be controlled to keep diabetic retinopathy from getting worse . Hypertensive retinopathy-Medications can lower blood pressure . This can lead to improvements in the retina . People with very high blood pressure and swelling of the optic nerve require emergency treatment in a hospital .	0	WRB VBZ NN VB JJ NN IN NN	NN NN CC NN NN MD VB VBN TO VB JJ NN IN VBG JJR . JJ NNS MD VB NN NN . DT MD VB TO NNS IN DT NN . NNS IN RB JJ NN NN CC NN IN DT JJ NN NN NN NN IN DT NN .
red meat high in potassium	many foods contain potassium . all meats red meat and chicken and fish such as salmon cod flounder and sardines are good sources of potassium . soy products and veggie burgers are also good sources of potassium	1	JJ NN JJ IN NN	JJ NNS VBP NN . DT NNS VBD NN CC NN CC VB JJ IN JJ NN NN CC NNS VBP JJ NNS IN NN . NN NNS CC NN NNS VBP RB JJ NNS IN NN
which artery provides the blood supply to the muscle of the heart	the marginal arteries supply blood to the superficial portions of the right ventricle . on the posterior surface of the heart the right coronary artery gives rise to the posterior interventricular artery also known as the posterior descending artery	1	WDT NN VBZ DT NN NN TO DT NN IN DT NN	DT JJ NNS VBP NN TO DT JJ NNS IN DT JJ NN . IN DT JJ NN IN DT NN DT JJ JJ NN VBZ NN TO DT JJ JJ NN RB VBN IN DT JJ NN NN
cost of eating healthy vs unhealthy	“ one bi style will satisfy all business users , ” is just one misconception companies are making when deploying bi systems today . learn all 6 to keep your implementations clear of common mistakes . you forgot to provide an email address .	0	NN IN VBG JJ NN JJ	VB CD NN NN MD VB DT NN NNS , NNP VBZ RB CD NN NNS VBP VBG WRB VBG NN NNS NN . VB DT CD TO VB PRP$ NNS JJ IN JJ NNS . PRP VBP TO VB DT NN NN .
how high is too high cholesterol levels	your level of `` bad '' ldl cholesterol is borderline high , too . working to bring down your total cholesterol decreases your ldl cholesterol level . you can do this by exercising more and eating less food with saturated fats . check food labels !	0	WRB JJ VBZ RB JJ NN NNS	PRP$ NN IN `` JJ '' NN NN VBZ JJ JJ , RB . VBG TO VB RP PRP$ JJ NN VBZ PRP$ JJ NN NN . PRP MD VB DT IN VBG JJR CC VBG JJR NN IN JJ NNS . VB NN NNS .
scabies in ear	Scabies is not an infection , but an infestation . Tiny mites called Sarcoptes scabiei set up shop in the outer layers of human skin . The skin does not take kindly to the invasion .	0	NNS IN NN	NNS VBZ RB DT NN , CC DT NN . NNP VBZ VBN NNS VBD VBN RP NN IN DT NN NNS IN JJ NN . DT NN VBZ RB VB RB TO DT NN .
causes of muscle weakness and pain	weakness may be generalized or may affect one muscle or muscle group exclusively . diseases of the neuromuscular system , injuries , metabolic diseases , and toxins can all cause of measurable muscle weakness .	1	NNS IN NN NN CC NN	NN MD VB VBN CC MD VB CD NN CC NN NN RB . NNS IN DT JJ NN , NNS , JJ NNS , CC NNS MD DT NN IN JJ NN NN .
survival rate of stroke victims	stroke is the second leading cause of death worldwide . mortality rates are declining , however . over 75 % of patients survive a first stroke during the first year , and over half survive beyond 5 years .	1	JJ NN IN NN NNS	NN VBZ DT JJ JJ NN IN NN NN . NN NNS VBP VBG , RB . IN CD NN IN NNS VBP DT JJ NN IN DT JJ NN , CC IN JJ JJ IN CD NNS .
does lipton tea have caffeine	step 2 . estimate the expected risk-free rate of return . calculate the yield to maturity on 10-year treasury inflation protected securities ( tips ) , as these securities adjust their yield to match inflation .	0	VBZ VB NNS VBP NN	NN CD . VB DT JJ JJ NN IN NN . VB DT NN TO NN IN JJ NN NN VBN NNS ( NNS ) , IN DT NNS VBP PRP$ NN TO VB NN .
marijuana helpful for cancer	December 18 , 2014 . ( HealthDay ) -Cannabis and cannabinoid pharmaceuticals can be helpful for nausea and vomiting , pain , and weight loss associated with cancer , according to research published online Dec. 10 in CA : A Cancer Journal for Clinicians .	1	NNS JJ IN NN	NNP CD , CD . ( NNP ) NN CC JJ NNS MD VB JJ IN NN CC NN , NN , CC JJ NN VBN IN NN , VBG TO NN VBN JJ NNP CD IN NNP : DT NNP NNP IN NNPS .
deadly disease in africa	boone , n.c. - an american doctor and another u.s. aid worker helping to combat an outbreak of the deadly ebola virus in west africa are now infected with disease .	1	RB NN IN NN	NN , SYM : DT JJ NN CC DT JJ NN NN VBG TO VB DT NN IN DT JJ NN NN IN NN NNS VBP RB VBN IN NN .
levels of alcohol in blood	for example , a bac of 0.02 % means 0.2 % ( permille ) or 0.02 grams of alcohol per 100 grams of individual 's blood , or 0.2 grams of alcohol per 1000 grams of blood .	1	NNS IN NN IN NN	IN NN , DT NN IN CD NN VBZ CD NN ( NN ) CC CD NNS IN NN IN CD NNS IN NN POS NN , CC CD NNS IN NN IN CD NNS IN NN .
most healthy weight loss diet	the best diet for losing weight is weight watchers according to the experts who rated the diets below for u s news . hmr diet biggest loser and jenny craig came in close behind	1	JJS JJ NN NN NN	DT JJS NN IN VBG NN VBZ JJ NNS VBG TO DT NNS WP VBD DT NNS IN IN JJ JJ NN . NN JJ JJS NN CC JJ NN VBD IN NN IN
when was the flu season 2014	for the 2013 2014 season influenza like illness ili in the united states began increasing in mid november and toward the end of december ili was high across most of the country	1	WRB VBD DT NN NN CD	IN DT CD CD NN NN IN NN NN IN DT JJ NNS VBD VBG IN JJ NN CC IN DT NN IN NN NN VBD JJ IN JJS IN DT NN
what can cause infertility	repeated chlamydia trachomatis or gonorrhea infections are the sexually transmitted diseases most often associated with male infertility . such infections can cause scarring and block sperm passage . human papillomaviruses , the cause of genital warts , may also impair sperm function .	1	WP MD VB NN	VBN JJ NN CC NN NNS VBP DT RB VBN VBZ RBS RB VBN IN JJ NN . JJ NNS MD VB NN CC NN JJ NN . JJ NNS , DT NN IN JJ NNS , MD RB VB JJ NN .
does radiation cause cancer	examples of agonizing . a long and agonizing battle with cancer . she made the agonizing decision to cancel the trip . the agonizing wait was finally over . he was in agonizing pain .	0	VBZ NN NN NN	NNS IN VBG . DT JJ CC JJ NN IN NN . PRP VBD DT JJ NN TO VB DT NN . DT VBG NN VBD RB RB . PRP VBD IN VBG NN .
what is the treatment for sinusitis	if symptoms suggest acute bacterial sinusitis , antibiotic treatment is warranted . bacterial sinusitis is not as common as viral sinusitis , but bacteria are responsible for most of the serious cases of sinusitis .	1	WP VBZ DT NN IN NN	IN NNS VBP JJ JJ NN , JJ NN VBZ VBN . JJ NN VBZ RB RB JJ IN JJ NN , CC NNS VBP JJ IN JJS IN DT JJ NNS IN NN .
what food is highest in calcium	other foods that are high in calcium include : spinachkaleokracollardssoybeanswhite beanssome fish , like sardines , salmon , perch , and rainbow troutfoods that are calcium-fortified , such as some orange juice , oatmeal , and breakfast cerealfoods that provide vitamin d include : fatty fish , like tuna , mackerel , and salmonfoods fortified with vitamin d , like some dairy products , orange juice , soy milk , and cerealsbeef livercheeseegg yolksto get vitamin d from food , fish is a good option .	1	WP NN VBZ JJS IN NN	JJ NNS WDT VBP JJ IN NN VBP : JJ NN NN , IN NNS , NN , NN , CC VB NNS WDT VBP JJ , JJ IN DT NN NN , NN , CC NN NNS WDT VBP IN JJ NN : JJ NN , IN NN , NN , CC NNS VBN IN NN NN , IN DT NN NNS , NN NN , JJ NN , CC NN NN NN VBP JJ NN IN NN , NN VBZ DT JJ NN .
drugs similar to arthrotec	the rate and extent of absorption of both diclofenac sodium and misoprostol acid from arthrotec 50 and arthrotec 75 are similar to those from diclofenac sodium and misoprostol formulations each administered alone .	0	NNS JJ TO VB	DT NN CC NN IN NN IN DT JJ NN CC JJ NN IN JJ CD CC JJ CD VBP JJ TO DT IN JJ NN CC JJ NNS DT VBD RB .
supplements for interstitial cystitis	researchers evaluated the helpfulness of many dietary supplements and herbal remedies in relieving ic symptoms . though additional research is required regarding the effectiveness of some products , anecdotal evidence suggests they are helpful for controlling ic symptoms .	0	NNS IN JJ NN	NNS VBD DT NN IN JJ JJ NNS CC JJ NNS IN VBG NN NNS . IN JJ NN VBZ VBN VBG DT NN IN DT NNS , JJ NN VBZ PRP VBP JJ IN VBG NN NNS .
ambien ingredients	cut through batter with a knife to remove air pockets . bake 35-40 minutes or until lightly browned and entire top appears dry . immediately invert pan ; cool completely , about 1 hour . run a knife around side and center tube of pan .	0	NN NNS	VBN IN NN IN DT NN TO VB NN NNS . VB JJ NNS CC IN RB VBN CC JJ JJ VBZ JJ . RB JJ NN : JJ RB , IN CD NN . VB DT NN IN NN CC NN NN IN NN .
virus that attacks the liver	when most doctors speak of viral hepatitis they are using the definition that means hepatitis caused by a few specific viruses that primarily attack the liver and are responsible for about half of all human hepatitis	1	NN WDT VBZ DT NN	WRB JJS NNS VBP IN JJ NN PRP VBP VBG DT NN WDT VBZ NN VBN IN DT JJ JJ NNS WDT RB VBP DT NN CC VBP JJ IN IN NN IN DT JJ NN
causes of fingernail ridges	disruptions in the deeper layers of the nail bed cause problems such as fingernail ridges . disruption of the superficial layer creates surface problems such as pitting . nails grow around 1 milllimeter every six to 10 days so ridges can indicate when a deficiency began	1	NNS IN NN NNS	NNS IN DT JJR NNS IN DT NN NN NN NNS JJ IN NN NNS . NN IN DT JJ NN VBZ VBP NNS JJ IN VBG . NNS VBP IN CD NN DT CD TO CD NNS RB NNS MD VB WRB DT NN VBD
what medication helps depression and pain	codeine is a narcotic pain reliever opiate type that acts on certain centers in the brain to give you pain relief . aspirin helps to decrease the pain from the headache . caffeine helps increase the effects of aspirin	0	WP NN VBZ NN CC NN	NN VBZ DT JJ NN NN VBP NN WDT VBZ IN JJ NNS IN DT NN TO VB PRP VBP JJ . NN VBZ TO VB DT NN IN DT NN . NN VBZ VB DT NNS IN NN
antibiotic clindamycin side effects	in `` the city of god '' , he conceived of the church as a heavenly city or kingdom , ruled by love , which will ultimately triumph over all earthly empires which are self-indulgent and ruled by pride . he emphasized the church 's strict independence from , and its superiority over , the civil state .	0	JJ NNS NN NNS	IN `` DT NN IN NN '' , PRP VBD IN DT NN IN DT JJ NN CC NN , VBN IN NN , WDT MD RB VB IN DT JJ NNS WDT VBP JJ CC VBN IN NN . PRP VBD DT NN POS JJ NN IN , CC PRP$ NN IN , DT JJ NN .
abdominal cutaneous nerve entrapment syndrome symptoms	quincy , christian , d ’ lila and jessie are all the children of kim porter , who diddy had an off-relationship with , that ended in 2007 . that year , the star took legal responsibility of chance , whose mother is his former lover sarah chapman .	0	JJ JJ NN JJ NN NNS	NN , JJ , JJ NNP NN CC NN VBP PDT DT NNS IN NN NN , WP VBD VBD DT JJ IN , WDT VBD IN CD . IN NN , DT NN VBD JJ NN IN NN , WP$ NN VBZ PRP$ JJ NN NN NN .
how to calculate caloric intake	it is not known exactly what causes alzheimer ’ s disease . the main things that can influence whether or not you get develop alzheimer ’ s disease are a combination of your age , your family history , and your genetics . researchers have found that there is a link between vitamin d and your brain .	0	WRB TO VB JJ NN	PRP VBZ RB VBN RB WP VBZ JJ NNP NN NN . DT JJ NNS WDT MD VB IN CC RB PRP VBP VB JJ NNP NN NN VBP DT NN IN PRP$ NN , PRP$ NN NN , CC PRP$ NNS . NNS VBP VBN IN EX VBZ DT NN IN NN NN CC PRP$ NN .
